5.677311625965352, -0.4819453141306624
106.34523064078482, -0.9209977040283945
200.4402003757045, -0.7435817157169495
205.23898977249013, -18.646942183260286
211.82425380922564, -73.85853683990817
214.4020037570445, -132.4358171571697
217.47025673137136, -162.28083907326237
218.3051554998957, -177.20465456063454
222.75099144228767, -181.67397203089124
226.7376330619913, -177.93519098309332
227.843873930286, -172.7092465038614
228.8874973909414, -166.3640158630766
230.9538718430391, -153.30045919432266
231.85138801920272, -144.34356084324773
235.46232519307034, -133.88906282613235
237.6330619912336, -122.69098309329993
242.64245460237947, -112.23387601753288
248.75808808182012, -96.55082446253391
252.49426007096645, -88.33489876852431
257.77499478188275, -82.7280317261532
267.2719682738468, -77.48643289501149
284.34564809016905, -70.17845961177218
307.34710916301407, -68.82957628887499
343.6652055938217, -68.01554998956377
549.2172824045085, -67.25892298058861
768.8165309956169, -67.59549154664995
992.5902734293468, -67.55113754957213
1185.5979962429558, -67.56418284283032
1230.7261532039242, -69.10498852014194
1241.7449384262159, -46.19077436860781
1254.5606345230644, -25.2713420997704
1263.6401586307663, -12.567835524942602
1277.2072636192863, -5.0798371947401435
1297.2657065330827, -1.124504278856186
1325.193070340221, -0.32613233145483633
1372.0517637236487, -0.42527656021707827
1426.5915257774998, -0.32352327280317184
